CLIENTNUM,Attrition_Flag (Customer turnover),Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,loanProbability,Loan
779122908,Existing Customer,55,F,3,Graduate,Single,$40K - $60K,Blue,37,1,2,3187,1437,45%,0.43764190342522363,1
710676483,Existing Customer,38,F,2,Unknown,Married,Less than $40K,Blue,36,2,2,5589,0,0%,0.3744567760226761,0
827712108,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,38,1,2,2346,1373,59%,0.6009459122282604,0
769200858,Existing Customer,34,F,4,Graduate,Single,Less than $40K,Blue,28,2,3,1438.3,0,0%,0.40128169548850495,1
779114283,Existing Customer,40,F,5,High School,Single,Less than $40K,Blue,22,1,2,1826,944,52%,0.4972734017376983,0
771061008,Attrited Customer,40,F,2,Doctorate,Married,$40K - $60K,Blue,27,2,3,2208,0,0%,0.5544970708186938,0
716201133,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,36,3,1,1476,0,0%,0.3929964420510212,0
817968783,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,3,1,2927,1499,51%,0.4655841223395193,0
826480308,Existing Customer,53,M,3,Graduate,Unknown,$80K - $120K,Blue,49,2,1,4778,1869,39%,0.4874803105420531,0
720307683,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,36,2,2,1438.3,743,52%,0.41651676646467056,1
709618308,Existing Customer,46,F,3,High School,Single,$40K - $60K,Silver,40,3,1,16239,1487,9%,0.44937387507953275,1
710119233,Existing Customer,37,M,1,High School,Married,$120K +,Blue,26,2,1,11726,1925,16%,0.5736873873973621,0
789419658,Existing Customer,47,F,4,College,Married,Unknown,Blue,38,2,1,1438.3,0,0%,0.5892322319497924,0
789800358,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,34,1,3,2647,1288,49%,0.5563353438343824,1
715466133,Existing Customer,50,F,1,Doctorate,Married,Unknown,Blue,40,3,1,2492,1410,57%,0.42642978789200603,0
717659883,Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,36,3,3,2418,1106,46%,0.2822635301203079,0
781942983,Existing Customer,50,M,1,Unknown,Single,$120K +,Blue,44,3,1,17827,0,0%,0.44210609844133053,1
712755783,Existing Customer,49,F,1,Graduate,Divorced,$40K - $60K,Blue,40,2,3,1438.3,0,0%,0.2091106521926133,0
779551533,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,39,3,3,1764,0,0%,0.5598507266052356,0
714405183,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,1776,1519,86%,0.4660370401791639,1
801783108,Existing Customer,46,M,3,College,Married,$120K +,Blue,40,3,3,1438.3,0,0%,0.5969453883362181,0
779839758,Existing Customer,47,F,2,Post-Graduate,Single,Unknown,Blue,31,2,3,1491,0,0%,0.4481001987340203,0
820648608,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,41,1,3,2552,1879,74%,0.46594357191805824,1
787587033,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,32,1,2,2996,1992,67%,0.3891924158320584,1
813967983,Existing Customer,44,F,2,College,Married,$40K - $60K,Blue,39,1,2,1701,775,46%,0.5143806598778664,1
718067658,Existing Customer,53,F,3,Unknown,Single,Unknown,Blue,40,3,1,3998,0,0%,0.4175354938925616,1
709952658,Existing Customer,46,F,3,Graduate,Unknown,Less than $40K,Blue,33,3,2,3025,2491,82%,0.44074710961104746,0
720824883,Attrited Customer,48,F,1,Unknown,Single,Less than $40K,Blue,40,1,2,3251,2517,77%,0.20669781758451322,0
789631908,Existing Customer,51,M,4,High School,Single,$60K - $80K,Blue,45,1,2,3031,1787,59%,0.5010531154475277,0
789089958,Existing Customer,57,M,2,High School,Single,$60K - $80K,Silver,45,2,3,33211,0,0%,0.5932141051371045,0
715847058,Attrited Customer,59,F,2,Uneducated,Divorced,Less than $40K,Blue,36,3,3,1863,1853,100%,0.2865804076017431,0
721256808,Existing Customer,35,F,2,Unknown,Single,Less than $40K,Blue,20,1,2,2691,1935,72%,0.3323275729033187,0
721269108,Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,33,3,3,2288,1249,55%,0.5446520233981249,0
712770408,Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,36,3,2,3413,0,0%,0.39298214414215976,0
767958933,Existing Customer,40,M,4,College,Married,$40K - $60K,Silver,34,2,1,15471,1291,8%,0.5604525422007101,0
779866458,Existing Customer,40,F,5,Uneducated,Married,Less than $40K,Blue,24,1,1,2038,793,39%,0.6151123071854645,1
721246833,Existing Customer,47,F,3,Unknown,Unknown,Less than $40K,Blue,36,2,3,1953,1089,56%,0.4511641420009882,1
710752233,Attrited Customer,43,F,5,High School,Unknown,$40K - $60K,Blue,24,2,2,4430,2203,50%,0.5440473493042757,0
709813008,Existing Customer,44,F,3,High School,Unknown,Less than $40K,Blue,35,3,0,3398,2415,71%,0.4810962100683667,0
710219658,Existing Customer,48,F,3,Doctorate,Married,Unknown,Blue,44,3,3,2021,1186,59%,0.6274664269290339,1
789121233,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,41,1,3,2329,2290,98%,0.3267959388677318,1
715146558,Attrited Customer,34,F,2,College,Married,Less than $40K,Blue,36,3,2,1696,0,0%,0.3375282586892524,0
720205608,Existing Customer,52,F,1,Uneducated,Married,Unknown,Blue,36,1,1,4222,0,0%,0.38852301965320457,0
778606308,Attrited Customer,45,M,3,Uneducated,Divorced,$80K - $120K,Blue,25,2,3,6614,1881,28%,0.34077533502043517,0
710438358,Attrited Customer,42,F,1,Uneducated,Single,Less than $40K,Blue,35,3,3,3241,0,0%,0.21516844067027993,0
712562433,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,30,3,3,4204,0,0%,0.3475028721312921,1
718186233,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,26,2,3,3234,971,30%,0.3570846525613846,0
713717283,Attrited Customer,40,F,3,Unknown,Single,$40K - $60K,Blue,29,3,3,2473,2332,94%,0.3212184518593327,0
713822208,Attrited Customer,42,M,2,High School,Single,$60K - $80K,Blue,33,3,3,4836,493,10%,0.34692119458670245,0
710466633,Existing Customer,55,F,3,High School,Married,Less than $40K,Blue,44,1,1,1438.3,0,0%,0.5624225433220796,0
711153783,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,36,3,1,1438.3,541,38%,0.4080296882199595,0
718230933,Attrited Customer,45,M,4,Graduate,Single,Less than $40K,Blue,36,2,3,1438.3,1060,74%,0.4676594433626057,0
788885133,Existing Customer,57,F,3,College,Unknown,Less than $40K,Silver,42,1,1,12675,2422,19%,0.5215200235604334,0
711637458,Attrited Customer,44,F,3,High School,Single,Less than $40K,Blue,36,3,3,2228,0,0%,0.3679096635105229,0
719532108,Existing Customer,40,F,5,High School,Married,Less than $40K,Blue,31,2,2,2813,2208,79%,0.6081340799448208,1
757643733,Existing Customer,42,F,2,Post-Graduate,Single,Less than $40K,Blue,35,3,2,3223,0,0%,0.5088953409564305,1
715122858,Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,36,3,3,2653,0,0%,0.44961320970122554,0
708384033,Attrited Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,35,3,3,2745,2463,90%,0.46122578204706177,1
708273858,Existing Customer,40,M,3,Graduate,Divorced,$120K +,Blue,30,2,1,34516,0,0%,0.4820432703747374,1
803952408,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,47,3,2,2516,1486,59%,0.5033912469628913,0
778394358,Existing Customer,46,F,2,High School,Divorced,Less than $40K,Blue,26,3,1,1870,1785,96%,0.3471338950149154,0
713180433,Existing Customer,56,F,2,Graduate,Single,Unknown,Blue,48,3,2,3934,2517,64%,0.3191440782287278,1
787458783,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,35,3,2,3038,2133,70%,0.5836523723881475,1
720315933,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,39,2,3,1982,1276,64%,0.22235809639299156,0
713677158,Attrited Customer,31,F,1,Graduate,Divorced,Unknown,Blue,22,2,3,1623,0,0%,0.17904560255020505,1
739828308,Existing Customer,55,M,3,Uneducated,Single,$120K +,Blue,48,2,2,3088,1743,56%,0.40127776532379594,1
720959058,Existing Customer,44,F,3,Unknown,Single,Unknown,Blue,33,3,1,8064,2417,30%,0.44617625907955655,1
718090233,Attrited Customer,56,F,3,Graduate,Single,Unknown,Blue,36,3,3,10016,1872,19%,0.5222674850759668,0
789939558,Existing Customer,54,F,2,College,Married,Unknown,Blue,45,3,2,4523,1841,41%,0.5074213044641785,1
714169908,Existing Customer,53,F,0,Graduate,Single,Less than $40K,Blue,34,2,1,1944,1140,59%,0.2142140719743615,1
796145133,Existing Customer,46,F,2,Uneducated,Married,Unknown,Blue,40,2,2,6083,1716,28%,0.33690929526318647,0
789233808,Existing Customer,38,F,3,Graduate,Married,Unknown,Blue,27,2,2,2425,1396,58%,0.4990508263639773,1
709071408,Existing Customer,56,F,5,Graduate,Single,$40K - $60K,Blue,37,2,1,2607,1702,65%,0.5166468373699957,1
815830083,Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,48,2,1,1953,1215,62%,0.4334303239078202,0
715932708,Existing Customer,41,M,3,Unknown,Unknown,$60K - $80K,Blue,36,3,1,5813,1614,28%,0.3845920604517091,1
715281933,Existing Customer,43,F,3,High School,Single,Less than $40K,Blue,36,3,2,1438.3,0,0%,0.4200368698250055,0
787529583,Attrited Customer,41,F,5,Unknown,Married,$40K - $60K,Blue,30,2,3,1588,0,0%,0.591237666,0
717446208,Existing Customer,62,F,0,High School,Single,Less than $40K,Blue,36,2,1,3749,1980,53%,0.22567582894367616,0
715236783,Existing Customer,42,F,4,College,Divorced,$40K - $60K,Blue,36,3,2,3734,2517,67%,0.5635667869499494,0
804583833,Existing Customer,56,F,2,High School,Married,Unknown,Blue,51,1,3,1796,1243,69%,0.39944060451061186,1
713772333,Attrited Customer,45,F,3,Unknown,Divorced,Less than $40K,Blue,34,3,1,3223,243,8%,0.34503447795070874,0
715321983,Existing Customer,33,F,2,Doctorate,Married,$40K - $60K,Blue,36,2,1,2748,1867,68%,0.4509623853817746,0
717773433,Existing Customer,57,F,0,Graduate,Married,Less than $40K,Blue,45,1,2,2448,0,0%,0.33973936886650036,0
778632933,Existing Customer,49,F,3,College,Married,Less than $40K,Blue,29,1,2,2548,1998,78%,0.5372408154582528,1
808527183,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,41,1,1,1489,949,64%,0.520291804,0
714514008,Attrited Customer,38,F,1,Graduate,Married,Unknown,Blue,29,3,3,8953,0,0%,0.3472500005971611,0
711669258,Attrited Customer,50,F,3,Uneducated,Single,Unknown,Blue,36,3,3,3187,986,31%,0.3156217467531532,1
797218233,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,45,1,0,1757,0,0%,0.30488968856947923,1
710612583,Existing Customer,52,M,4,High School,Unknown,$60K - $80K,Blue,36,3,2,2597,1740,67%,0.5857983320421257,0
712613808,Existing Customer,45,F,5,College,Single,Unknown,Blue,32,3,3,5999,658,11%,0.5918965465906356,0
807173358,Existing Customer,56,F,0,Post-Graduate,Married,Less than $40K,Blue,51,2,3,3617,878,24%,0.37543221959213646,1
778349883,Existing Customer,56,F,0,Uneducated,Single,Less than $40K,Blue,36,3,1,3219,2114,66%,0.14938576681362112,0
720592533,Attrited Customer,41,M,4,Graduate,Unknown,$80K - $120K,Blue,31,3,2,19782,868,4%,0.603580581,1
714668433,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,36,3,1,2522,1898,75%,0.41894675800682457,0
720967233,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,29,1,1,3327,2517,76%,0.3810489385672935,0
718629858,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,32,5,3,4708,0,0%,0.4597244909119611,1
737962608,Existing Customer,48,F,4,College,Divorced,Less than $40K,Blue,41,3,2,3745,2517,67%,0.5481022881633706,0
778207083,Attrited Customer,53,M,4,Uneducated,Single,$80K - $120K,Blue,44,3,2,11561,2189,19%,0.6999006370079639,1
778781508,Attrited Customer,44,F,2,High School,Married,Unknown,Blue,32,3,3,8477,2517,30%,0.4233551410741091,0
714142158,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,48,2,1,2120,1411,67%,0.1746489296036342,0
715390608,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,39,3,2,2867,1209,42%,0.6336000727950946,1
715243458,Existing Customer,45,F,2,Graduate,Single,$40K - $60K,Blue,36,3,1,2293,1304,57%,0.33091065357438065,0
715418508,Existing Customer,51,M,1,Uneducated,Single,$120K +,Blue,36,1,3,8671,590,7%,0.22897310251770656,0
711164508,Existing Customer,49,F,1,Graduate,Divorced,Unknown,Silver,43,3,1,34516,1163,3%,0.32372633263850864,1
713239308,Existing Customer,43,F,2,High School,Married,Unknown,Blue,36,3,3,2679,1694,63%,0.34312148011554244,0
712323183,Existing Customer,38,M,3,Unknown,Married,$80K - $120K,Blue,22,2,1,3224,0,0%,0.4456712276436119,1
797410983,Existing Customer,45,F,3,High School,Married,Unknown,Blue,39,2,2,1438.3,745,52%,0.38035403880603186,0
721167783,Existing Customer,54,M,4,High School,Single,$80K - $120K,Blue,39,3,3,7773,2465,32%,0.4609214084419876,1
712130058,Attrited Customer,44,F,4,Uneducated,Single,Unknown,Blue,36,3,4,8075,317,4%,0.45789657086881247,1
714060408,Existing Customer,57,F,3,High School,Single,Unknown,Blue,37,1,2,3052,1603,53%,0.40654223681947504,0
715515333,Existing Customer,51,M,3,Graduate,Married,$120K +,Blue,42,1,3,7932,2140,27%,0.3784763607791411,1
806970033,Existing Customer,48,M,3,High School,Unknown,$40K - $60K,Blue,43,2,3,1753,1434,82%,0.37663284112309175,0
817337958,Existing Customer,48,F,5,Doctorate,Married,Less than $40K,Blue,33,1,3,5814,1176,20%,0.7030436764923261,0
788132208,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,38,2,1,1989,1003,50%,0.36124801185242156,0
812653383,Existing Customer,55,F,1,College,Single,$40K - $60K,Blue,50,3,3,1843,1520,83%,0.32401453419162896,0
709762908,Existing Customer,52,F,1,Uneducated,Married,Unknown,Blue,40,2,1,1438.3,1228,85%,0.2686922012770101,0
717114708,Existing Customer,34,F,0,Graduate,Married,$40K - $60K,Blue,26,3,2,2991,1830,61%,0.21457397187437283,0
767388783,Existing Customer,43,M,3,High School,Married,$60K - $80K,Blue,36,3,1,9560,0,0%,0.580156946,1
794719983,Attrited Customer,44,F,4,High School,Unknown,Less than $40K,Blue,38,2,3,2616,2505,96%,0.40695244754799875,1
778378983,Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Blue,34,2,2,2939,2152,73%,0.2743836876467873,0
773275083,Existing Customer,49,F,3,College,Married,Unknown,Blue,37,3,0,3085,966,31%,0.504932572,1
719971458,Existing Customer,49,M,5,Graduate,Single,$80K - $120K,Blue,41,3,2,5275,1490,28%,0.4889119420472598,0
721001883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,30,1,2,1950,1618,83%,0.42091712510170926,1
778245633,Existing Customer,43,F,3,Graduate,Single,Unknown,Blue,33,3,1,2341,1818,78%,0.3215422288683183,1
718535733,Existing Customer,40,F,1,Uneducated,Divorced,Less than $40K,Blue,25,3,1,3758,2047,55%,0.17364580898588994,0
711909933,Existing Customer,54,M,4,Unknown,Married,$80K - $120K,Blue,42,3,1,1621,618,38%,0.5300224911838587,1
709253433,Existing Customer,50,F,2,Uneducated,Married,$40K - $60K,Blue,41,1,2,10946,1912,18%,0.5355091457701467,1
719797758,Existing Customer,56,F,1,High School,Single,Less than $40K,Blue,36,1,1,3422,2517,74%,0.2588818102834197,0
789420933,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,30,1,3,3108,778,25%,0.32497235909758376,1
709850508,Attrited Customer,33,F,2,Graduate,Married,Less than $40K,Blue,20,2,5,3202,0,0%,0.3280074268510169,1
715335558,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36,1,2,1855,907,49%,0.48127129168818517,0
711516783,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,1,1,2155,1119,52%,0.4204173343764116,0
798917883,Existing Customer,42,F,4,College,Single,Less than $40K,Blue,36,3,2,4150,2517,61%,0.4352404232537463,0
721525758,Existing Customer,45,M,5,Doctorate,Married,$80K - $120K,Blue,35,2,2,2226,1229,55%,0.8018725214354128,1
716249508,Existing Customer,48,F,5,High School,Married,$40K - $60K,Blue,36,2,1,1610,0,0%,0.6364380196988791,1
716953083,Existing Customer,53,F,2,Graduate,Married,Unknown,Blue,41,2,2,2046,1260,62%,0.35653074106192534,0
712448658,Attrited Customer,52,F,1,High School,Single,Less than $40K,Blue,36,3,2,1795,0,0%,0.26999545129174907,0
711766758,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,30,2,1,1531,987,65%,0.45815632161861924,0
709432833,Existing Customer,53,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,1472,1196,81%,0.28051685836603746,1
719964933,Existing Customer,50,F,5,Graduate,Single,Less than $40K,Blue,41,2,2,1438.3,0,0%,0.5015196213081606,0
719857008,Existing Customer,37,F,1,Graduate,Single,$40K - $60K,Blue,36,3,1,2886,2198,76%,0.2102836353971451,0
758340108,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Silver,29,3,2,10024,913,9%,0.26044434646065545,1
708276183,Attrited Customer,52,F,3,Post-Graduate,Married,Less than $40K,Blue,45,4,1,1760,0,0%,0.555539438,0
716481408,Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,36,1,1,1461,0,0%,0.25289490597823194,0
720590058,Attrited Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,36,3,3,8840,1794,20%,0.2931364765171615,0
789347133,Existing Customer,38,F,2,Post-Graduate,Married,$40K - $60K,Blue,28,1,1,4468,2395,54%,0.4193966038609949,1
719112258,Existing Customer,42,M,4,College,Unknown,$60K - $80K,Blue,35,3,3,2516,1360,54%,0.6038284563154789,1
717748608,Attrited Customer,35,F,4,High School,Married,Less than $40K,Blue,24,2,4,1555,872,56%,0.5135193732463273,0
710740008,Existing Customer,57,M,1,Graduate,Unknown,$80K - $120K,Blue,39,1,1,1438.3,641,45%,0.2959808078050063,0
716694108,Attrited Customer,42,M,4,Uneducated,Married,$120K +,Blue,34,3,3,5195,468,9%,0.4708652745701096,1
719372583,Existing Customer,57,M,3,Graduate,Single,$120K +,Blue,36,2,1,17268,1197,7%,0.5174550800650118,0
719981508,Attrited Customer,37,M,2,Uneducated,Single,Unknown,Blue,24,2,3,1649,0,0%,0.22969808081346677,0
751350558,Existing Customer,57,F,1,High School,Married,Less than $40K,Blue,50,2,2,1609,0,0%,0.3163046939255915,0
715123983,Existing Customer,43,F,1,College,Single,Less than $40K,Blue,36,2,2,3342,2517,75%,0.24956828080186746,0
709250508,Existing Customer,63,M,1,Uneducated,Single,Less than $40K,Blue,56,1,2,6973,2517,36%,0.17190249971210253,0
716754783,Attrited Customer,43,M,4,High School,Married,$120K +,Blue,30,2,3,17228,1331,8%,0.6805241396315485,0
719025333,Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,42,2,0,1898,0,0%,0.4815273393320698,0
718566858,Existing Customer,46,F,2,College,Single,Less than $40K,Blue,36,2,2,1438.3,0,0%,0.34776072117778384,0
710675508,Existing Customer,40,F,3,College,Unknown,Unknown,Blue,28,3,1,2321,1190,51%,0.383968232,1
818729208,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,47,3,3,8185,941,12%,0.4522724139329024,0
709068183,Existing Customer,53,M,4,College,Single,$60K - $80K,Blue,42,3,3,3096,0,0%,0.5522701912899218,0
715358283,Existing Customer,57,F,2,Uneducated,Married,Less than $40K,Blue,46,3,2,2129,1139,54%,0.31067802091610774,1
710966433,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,36,2,2,2615,1404,54%,0.4029810458697086,0
708575058,Attrited Customer,46,F,3,Uneducated,Divorced,$40K - $60K,Blue,39,3,2,3157,965,31%,0.33568647482769276,1
713929533,Attrited Customer,36,F,3,College,Married,Less than $40K,Blue,36,2,2,1707,0,0%,0.420859699,0
714087258,Existing Customer,49,F,1,Uneducated,Divorced,Less than $40K,Blue,36,3,2,1838,0,0%,0.21591188018407126,1
756383283,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,31,1,3,5523,2517,46%,0.4555399934323035,0
720766908,Attrited Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,28,2,2,3021,0,0%,0.2239042812603801,0
718133733,Existing Customer,44,F,4,Post-Graduate,Unknown,Less than $40K,Blue,36,1,1,7317,1540,21%,0.5046380696515644,1
720823458,Existing Customer,59,F,2,Unknown,Married,Less than $40K,Blue,46,6,2,5218,1907,37%,0.32554239993151746,1
720027258,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,40,1,3,1438.3,0,0%,0.3389709006207677,0
807604233,Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,49,3,3,11114,2482,22%,0.6225506342732994,1
801786483,Existing Customer,51,M,0,High School,Single,$80K - $120K,Blue,45,2,3,10648,2517,24%,0.4606375904100999,1
789138258,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,34,3,2,2976,2372,80%,0.33290934107351905,1
805524708,Attrited Customer,52,F,3,High School,Divorced,Less than $40K,Blue,47,3,1,6629,2517,38%,0.4197925694617746,0
779642733,Existing Customer,42,F,5,Unknown,Married,Less than $40K,Blue,25,1,1,2812,2238,80%,0.5921872997920732,1
771735933,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,36,1,1,10761,1722,16%,0.6478730739873105,0
789917208,Existing Customer,40,F,4,High School,Married,Less than $40K,Blue,31,3,3,1968,1781,91%,0.4694754399535825,1
779608083,Existing Customer,55,M,2,Doctorate,Single,Less than $40K,Blue,44,2,2,3897,1247,32%,0.4385694200842437,1
711287733,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,36,2,1,4721,1289,27%,0.4698178428442849,1
774675933,Existing Customer,40,M,3,College,Divorced,$80K - $120K,Silver,34,1,3,34516,2052,6%,0.6044149585049428,1
716741508,Existing Customer,33,F,3,High School,Married,Less than $40K,Blue,21,1,3,2831,1167,41%,0.3816803752155737,0
721106133,Existing Customer,57,F,3,Uneducated,Divorced,Unknown,Blue,36,4,1,2312,1789,77%,0.3751750525989921,1
716698608,Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,39,1,1,8924,0,0%,0.38364797090148595,0
716299608,Attrited Customer,58,F,3,Unknown,Divorced,Less than $40K,Blue,36,2,3,1508,0,0%,0.3455303839397141,1
718116933,Existing Customer,53,F,3,Graduate,Single,Less than $40K,Blue,36,3,1,1438.3,630,44%,0.3221907883893082,1
720513333,Existing Customer,46,M,3,High School,Single,$80K - $120K,Blue,39,1,3,21350,1724,8%,0.5974155724673784,0
802460433,Attrited Customer,57,F,3,High School,Married,Unknown,Blue,51,5,2,1438.3,0,0%,0.42613428403033915,1
720482583,Existing Customer,52,F,1,College,Married,Unknown,Blue,43,3,1,10431,2163,21%,0.5654095679469583,1
719584608,Existing Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32,1,1,1438.3,0,0%,0.4535703063927995,1
709477233,Existing Customer,37,F,2,High School,Single,Unknown,Blue,36,2,1,2346,1621,69%,0.29347257688469874,0
719512983,Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,39,3,6,1438.3,0,0%,0.4461998195574074,1
714923583,Attrited Customer,38,F,2,Graduate,Unknown,Less than $40K,Blue,36,3,2,2369,0,0%,0.23001374004520309,1
779397183,Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,31,1,1,3659,0,0%,0.2748793377914174,0
714671658,Existing Customer,38,F,5,Graduate,Married,Less than $40K,Blue,31,5,2,2153,1392,65%,0.5191626598537805,0
779218233,Existing Customer,47,F,5,Post-Graduate,Single,Less than $40K,Blue,37,3,3,9430,0,0%,0.6980546858051495,1
713456583,Existing Customer,45,M,2,High School,Married,$80K - $120K,Silver,37,2,2,34516,1495,4%,0.7064405770585296,0
790221633,Existing Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,38,3,3,3897,2296,59%,0.4183021746552369,1
721299483,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,32,1,1,11671,1304,11%,0.5208790655655774,1
711701958,Existing Customer,48,M,1,Unknown,Single,$60K - $80K,Blue,38,3,3,11367,1999,18%,0.45914825759911615,0
783573408,Existing Customer,42,F,4,College,Single,$40K - $60K,Blue,36,1,2,2575,2136,83%,0.511539146,0
709641933,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,36,1,2,3433,1869,54%,0.41611488697819893,1
718755483,Existing Customer,44,M,2,High School,Married,$60K - $80K,Blue,36,2,1,7317,959,13%,0.4378151266650526,0
720914358,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,4416,1333,30%,0.3853951259922411,0
714811533,Existing Customer,39,M,2,High School,Unknown,$60K - $80K,Blue,32,2,2,1715,0,0%,0.3210494255607605,1
719898108,Existing Customer,57,F,2,Doctorate,Married,$40K - $60K,Blue,41,3,3,3667,809,22%,0.430953358,1
720719883,Attrited Customer,54,F,1,Graduate,Single,Unknown,Blue,41,3,3,1874,0,0%,0.24223491693286756,0
780338733,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,1,2,1438.3,491,34%,0.3105466425511885,0
709810458,Existing Customer,56,F,0,Unknown,Single,Less than $40K,Blue,44,2,0,1579,768,49%,0.15013560657685693,0
821356083,Existing Customer,54,F,3,Uneducated,Married,$40K - $60K,Blue,49,1,3,1626,0,0%,0.42132464872529407,0
793428408,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,44,2,1,1596,1185,74%,0.42993300554975333,1
746453583,Existing Customer,56,F,1,Unknown,Married,$40K - $60K,Blue,49,2,2,2604,1395,54%,0.24530509603555367,0
771799008,Existing Customer,61,F,1,Graduate,Married,Unknown,Blue,50,3,1,3359,1405,42%,0.2334665613102901,0
719075883,Existing Customer,38,F,3,High School,Married,$40K - $60K,Blue,27,3,3,2363,2033,86%,0.4723975534342888,1
714986583,Existing Customer,55,F,4,Uneducated,Single,Less than $40K,Blue,46,2,2,4978,923,19%,0.38356265712242404,0
753233733,Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,29,3,3,2155,1290,60%,0.2629993357365987,0
806914158,Attrited Customer,38,F,4,Graduate,Married,$40K - $60K,Blue,33,3,1,4047,0,0%,0.5137068592607044,1
812671758,Attrited Customer,47,F,5,Doctorate,Married,Unknown,Blue,42,5,3,4345,2176,50%,0.7109532812831557,1
789191358,Existing Customer,55,M,4,Graduate,Single,$80K - $120K,Blue,44,3,2,1854,794,43%,0.48576695784272966,1
772111083,Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,39,3,2,5384,1396,26%,0.40577540537921547,0
714961383,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,36,3,3,1438.3,965,67%,0.33415709022979834,0
817288458,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,19,2,3,5141,1737,34%,0.2518138300284974,0
719163108,Existing Customer,44,M,3,Graduate,Married,$120K +,Blue,31,2,3,3977,1325,33%,0.370569414,0
713922183,Existing Customer,52,M,2,Uneducated,Single,$120K +,Blue,36,2,1,2507,1259,50%,0.24285241118980894,0
